Season,Team,Opponent,Week,Day,Time,Home_Team,WDVOA,Betting Spread,Scoring Margin,SRD,WDVOA Delta,EGO,Spread to EGO Diff,Margin to EGO Diff,Target Spreads,Make Pick,Pick
2020,DAL,WAS,7,Sun,1:00PM,0,-12.00%,1.0,-22,-21.0,7.899999999999999,-0.48,0.52,-21.52,"[[4.0, 2.0], [-1.0, -3.0]]",0,
2020,DEN,KC,7,Sun,4:25PM,1,-10.90%,7.0,-27,-20.0,-32.8,-5.15,1.85,-21.85,"[[9.0, 6.5], [3.5, 1.5]]",1,DEN
2020,DET,ATL,7,Sun,1:00PM,0,0.20%,1.5,1,2.5,3.0,-1.56,-0.06000000000000005,2.56,"[[5.5, 3.0], [0.0, -2.0]]",0,
2020,GB,HOU,7,Sun,1:00PM,0,4.70%,-3.0,15,12.0,5.2,-1.08,-4.08,16.08,"[[5.0, 2.5], [-0.5, -2.5]]",0,
2020,HOU,GB,7,Sun,1:00PM,1,-0.50%,3.0,-15,-12.0,-5.2,1.08,4.08,-16.08,"[[2.5, 0.5], [-2.5, -5.0]]",0,
2020,JAX,LAC,7,Sun,4:25PM,0,-16.10%,7.5,-10,-2.5,-13.7,-5.2,2.3,-4.8,"[[9.0, 6.5], [3.5, 1.5]]",1,JAX
2020,KC,DEN,7,Sun,4:25PM,0,21.90%,-7.0,27,20.0,32.8,5.15,-1.85,21.85,"[[-1.5, -3.5], [-6.5, -9.0]]",1,DEN
2020,LAC,JAX,7,Sun,4:25PM,1,-2.40%,-7.5,10,2.5,13.7,5.2,-2.3,4.8,"[[-1.5, -3.5], [-6.5, -9.0]]",1,JAX
2020,LAR,CHI,7,Mon,8:15PM,1,10.20%,-6.0,14,8.0,10.9,4.59,-1.41,9.41,"[[-1.0, -3.0], [-6.0, -8.5]]",1,CHI
2020,LV,TB,7,Sun,4:05PM,1,-4.20%,4.0,-25,-21.0,-27.8,-4.0,0.0,-21.0,"[[7.5, 5.5], [2.5, 0.5]]",0,
2020,NE,SF,7,Sun,4:25PM,1,-2.20%,-3.0,-27,-30.0,-7.6,0.55,-2.45,-27.55,"[[3.0, 1.0], [-2.0, -4.0]]",1,SF
2020,NO,CAR,7,Sun,1:00PM,1,18.00%,-6.5,3,-3.5,26.3,7.87,1.37,-4.87,"[[-4.0, -6.5], [-9.5, -11.5]]",1,NO
2020,NYG,PHI,7,Thu,8:20PM,0,-15.30%,5.0,-1,4.0,-5.9,-3.51,1.4900000000000002,2.51,"[[7.0, 5.0], [2.0, -0.0]]",1,NYG
2020,NYJ,BUF,7,Sun,1:00PM,1,-25.00%,10.0,-8,2.0,-26.4,-3.68,6.32,-4.32,"[[7.5, 5.0], [2.0, -0.0]]",0,
2020,PHI,NYG,7,Thu,8:20PM,1,-9.40%,-5.0,1,-4.0,5.9,3.51,-1.4900000000000002,-2.51,"[[0.0, -2.0], [-5.0, -7.0]]",1,NYG
2020,PIT,TEN,7,Sun,1:00PM,0,16.30%,1.0,3,4.0,8.700000000000001,-0.3,0.7,3.3,"[[4.0, 2.0], [-1.0, -3.5]]",0,
2020,SEA,ARI,7,Sun,8:20PM,0,14.00%,-3.5,-3,-6.5,8.0,-0.46,-3.96,-2.54,"[[4.0, 2.0], [-1.0, -3.0]]",0,
2020,SF,NE,7,Sun,4:25PM,0,5.40%,3.0,27,30.0,7.6,-0.55,2.45,27.55,"[[4.0, 2.0], [-1.0, -3.0]]",1,SF
2020,TB,LV,7,Sun,4:05PM,0,23.60%,-4.0,25,21.0,27.8,4.0,0.0,21.0,"[[-0.5, -2.5], [-5.5, -7.5]]",0,
2020,TEN,PIT,7,Sun,1:00PM,1,7.60%,-1.0,-3,-4.0,-8.700000000000001,0.3,-0.7,-3.3,"[[3.5, 1.0], [-2.0, -4.0]]",0,
2020,WAS,DAL,7,Sun,1:00PM,1,-19.90%,-1.0,22,21.0,-7.899999999999999,0.48,-0.52,21.52,"[[3.0, 1.0], [-2.0, -4.0]]",0,
2020,ATL,CAR,8,Thu,8:20PM,0,-4.90%,1.5,8,9.5,1.3999999999999997,-1.92,-0.4199999999999999,9.92,"[[5.5, 3.5], [0.5, -2.0]]",0,
2020,BAL,PIT,8,Sun,1:00PM,1,22.20%,-4.0,-4,-8.0,5.099999999999998,3.34,-0.6600000000000001,-7.34,"[[0.5, -2.0], [-5.0, -7.0]]",0,
2020,BUF,NE,8,Sun,1:00PM,1,3.90%,-4.0,3,-1.0,13.9,5.24,1.2400000000000002,-2.24,"[[-1.5, -3.5], [-6.5, -9.0]]",0,
2020,CAR,ATL,8,Thu,8:20PM,1,-6.30%,-1.5,-8,-9.5,-1.3999999999999997,1.92,0.4199999999999999,-9.92,"[[2.0, -0.5], [-3.5, -5.5]]",0,
2020,CHI,NO,8,Sun,4:25PM,1,-2.20%,4.5,-3,1.5,-20.7,-2.39,2.11,-0.6099999999999999,"[[6.0, 4.0], [1.0, -1.5]]",1,CHI
2020,CIN,TEN,8,Sun,1:00PM,1,-19.60%,5.5,11,16.5,-27.700000000000006,-3.98,1.52,14.98,"[[7.5, 5.5], [2.5, 0.5]]",1,CIN
2020,CLE,LV,8,Sun,1:00PM,1,-7.20%,-2.5,-10,-12.5,-0.2999999999999998,2.16,-0.33999999999999986,-12.16,"[[1.5, -0.5], [-3.5, -6.0]]",0,
2020,DAL,PHI,8,Sun,8:20PM,0,-17.00%,9.5,-14,-4.5,-10.2,-4.44,5.06,-9.56,"[[8.0, 6.0], [3.0, 0.5]]",0,
2020,DEN,LAC,8,Sun,4:05PM,1,-15.80%,3.0,1,4.0,-13.4,-0.74,2.26,1.74,"[[4.5, 2.0], [-1.0, -3.0]]",1,DEN
2020,DET,IND,8,Sun,1:00PM,1,2.50%,2.5,-20,-17.5,-12.4,-0.52,1.98,-19.48,"[[4.0, 2.0], [-1.0, -3.0]]",1,DET
2020,GB,MIN,8,Sun,1:00PM,1,7.90%,-6.0,-6,-12.0,9.7,4.34,-1.66,-10.34,"[[-0.5, -3.0], [-6.0, -8.0]]",1,MIN
2020,IND,DET,8,Sun,1:00PM,0,14.90%,-2.5,20,17.5,12.4,0.52,-1.98,19.48,"[[3.0, 1.0], [-2.0, -4.0]]",1,DET
2020,KC,NYJ,8,Sun,1:00PM,1,23.60%,-19.5,26,6.5,51.8,13.09,-6.41,12.91,"[[-9.5, -11.5], [-14.5, -17.0]]",0,
2020,LAC,DEN,8,Sun,4:05PM,0,-2.40%,-3.0,-1,-4.0,13.4,0.74,-2.26,-1.74,"[[3.0, 1.0], [-2.0, -4.5]]",1,DEN
2020,LAR,MIA,8,Sun,1:00PM,0,13.30%,-3.5,-11,-14.5,20.0,2.23,-1.27,-13.23,"[[1.5, -0.5], [-3.5, -6.0]]",1,MIA
2020,LV,CLE,8,Sun,1:00PM,0,-6.90%,2.5,10,12.5,0.2999999999999998,-2.16,0.33999999999999986,12.16,"[[6.0, 3.5], [0.5, -1.5]]",0,
2020,MIA,LAR,8,Sun,1:00PM,1,-6.70%,3.5,11,14.5,-20.0,-2.23,1.27,13.23,"[[6.0, 3.5], [0.5, -1.5]]",1,MIA
2020,MIN,GB,8,Sun,1:00PM,0,-1.80%,6.0,6,12.0,-9.7,-4.34,1.66,10.34,"[[8.0, 6.0], [3.0, 0.5]]",1,MIN
2020,NE,BUF,8,Sun,1:00PM,0,-10.00%,4.0,-3,1.0,-13.9,-5.24,-1.2400000000000002,2.24,"[[9.0, 6.5], [3.5, 1.5]]",0,
2020,NO,CHI,8,Sun,4:25PM,0,18.50%,-4.5,3,-1.5,20.7,2.39,-2.11,0.6099999999999999,"[[1.5, -1.0], [-4.0, -6.0]]",1,CHI
2020,NYG,TB,8,Mon,8:15PM,1,-15.80%,12.0,-2,10.0,-43.0,-7.51,4.49,5.51,"[[11.0, 9.0], [6.0, 4.0]]",0,
2020,NYJ,KC,8,Sun,1:00PM,0,-28.20%,19.5,-26,-6.5,-51.8,-13.09,6.41,-12.91,"[[17.0, 14.5], [11.5, 9.5]]",0,
2020,PHI,DAL,8,Sun,8:20PM,1,-6.80%,-9.5,14,4.5,10.2,4.44,-5.06,9.56,"[[-0.5, -3.0], [-6.0, -8.0]]",0,
2020,PIT,BAL,8,Sun,1:00PM,0,17.10%,4.0,4,8.0,-5.099999999999998,-3.34,0.6600000000000001,7.34,"[[7.0, 5.0], [2.0, -0.5]]",0,
2020,SEA,SF,8,Sun,4:25PM,1,12.40%,-3.0,10,7.0,0.3000000000000007,2.29,-0.71,7.71,"[[1.5, -1.0], [-4.0, -6.0]]",0,
2020,SF,SEA,8,Sun,4:25PM,0,12.10%,3.0,-10,-7.0,-0.3000000000000007,-2.29,0.71,-7.71,"[[6.0, 4.0], [1.0, -1.5]]",0,
2020,TB,NYG,8,Mon,8:15PM,0,27.20%,-12.0,2,-10.0,43.0,7.51,-4.49,-5.51,"[[-4.0, -6.0], [-9.0, -11.0]]",0,
2020,TEN,CIN,8,Sun,1:00PM,0,8.10%,-5.5,-11,-16.5,27.700000000000006,3.98,-1.52,-14.98,"[[-0.5, -2.5], [-5.5, -7.5]]",1,CIN
2020,ARI,MIA,9,Sun,4:25PM,1,7.2%,-4.5,0,-4.5,8.5,4.08,-0.4199999999999999,-4.08,"[[-0.5, -2.5], [-5.5, -8.0]]",0,
2020,ATL,DEN,9,Sun,1:00PM,1,-4.0%,-4.0,0,-4.0,9.6,4.31,0.3099999999999996,-4.31,"[[-0.5, -3.0], [-6.0, -8.0]]",0,
2020,BAL,IND,9,Sun,1:00PM,0,20.3%,-1.5,0,-1.5,3.6000000000000014,-1.43,-2.93,1.43,"[[5.0, 3.0], [-0.0, -2.5]]",1,IND
2020,BUF,SEA,9,Sun,1:00PM,1,3.4%,3.0,0,3.0,-12.5,-0.54,2.46,0.54,"[[4.0, 2.0], [-1.0, -3.0]]",1,BUF
2020,CAR,KC,9,Sun,1:00PM,0,-6.5%,10.5,0,10.5,-31.4,-8.94,1.5600000000000005,8.94,"[[12.5, 10.5], [7.5, 5.0]]",1,CAR
2020,CHI,TEN,9,Sun,1:00PM,0,-2.9%,6.5,0,6.5,-10.2,-4.44,2.06,4.44,"[[8.0, 6.0], [3.0, 0.5]]",1,CHI
2020,DAL,PIT,9,Sun,4:25PM,1,-17.2%,14.0,0,14.0,-37.1,-6.14,7.86,6.14,"[[10.0, 7.5], [4.5, 2.5]]",0,
2020,DEN,ATL,9,Sun,1:00PM,0,-13.6%,4.0,0,4.0,-9.6,-4.31,-0.3099999999999996,4.31,"[[8.0, 6.0], [3.0, 0.5]]",0,
2020,DET,MIN,9,Sun,1:00PM,0,0.0%,4.0,0,4.0,1.3,-1.94,2.06,1.94,"[[5.5, 3.5], [0.5, -2.0]]",1,DET
2020,GB,SF,9,Thu,8:20PM,0,8.7%,-6.0,0,-6.0,2.1,-1.76,-7.76,1.76,"[[5.5, 3.5], [0.5, -2.0]]",0,
2020,HOU,JAX,9,Sun,1:00PM,0,-4.5%,-7.0,0,-7.0,14.5,0.99,-6.01,-0.99,"[[2.5, 0.5], [-2.5, -4.5]]",0,
2020,IND,BAL,9,Sun,1:00PM,1,16.7%,1.5,0,1.5,-3.6000000000000014,1.43,2.93,-1.43,"[[2.5, 0.0], [-3.0, -5.0]]",1,IND
2020,JAX,HOU,9,Sun,1:00PM,1,-19.0%,7.0,0,7.0,-14.5,-0.99,6.01,0.99,"[[4.5, 2.5], [-0.5, -2.5]]",0,
2020,KC,CAR,9,Sun,1:00PM,1,24.9%,-10.5,0,-10.5,31.4,8.94,-1.5600000000000005,-8.94,"[[-5.0, -7.5], [-10.5, -12.5]]",1,CAR
2020,LAC,LV,9,Sun,4:05PM,1,-2.6%,-1.0,0,-1.0,5.6,3.45,2.45,-3.45,"[[0.0, -2.0], [-5.0, -7.0]]",1,LAC
2020,LV,LAC,9,Sun,4:05PM,0,-8.2%,1.0,0,1.0,-5.6,-3.45,-2.45,3.45,"[[7.0, 5.0], [2.0, -0.0]]",1,LAC
2020,MIA,ARI,9,Sun,4:25PM,0,-1.3%,4.5,0,4.5,-8.5,-4.08,0.4199999999999999,4.08,"[[8.0, 5.5], [2.5, 0.5]]",0,
2020,MIN,DET,9,Sun,1:00PM,1,-1.3%,-4.0,0,-4.0,-1.3,1.94,-2.06,-1.94,"[[2.0, -0.5], [-3.5, -5.5]]",1,DET
2020,NE,NYJ,9,Mon,8:15PM,0,-11.1%,-7.5,0,-7.5,19.4,2.1,-5.4,-2.1,"[[1.5, -0.5], [-3.5, -6.0]]",0,
2020,NO,TB,9,Sun,8:20PM,0,18.3%,4.5,0,4.5,-8.3,-4.03,0.4699999999999998,4.03,"[[7.5, 5.5], [2.5, 0.5]]",0,
2020,NYG,WAS,9,Sun,1:00PM,0,-12.5%,2.5,0,2.5,1.0,-2.0,0.5,2.0,"[[5.5, 3.5], [0.5, -1.5]]",0,
2020,NYJ,NE,9,Mon,8:15PM,1,-30.5%,7.5,0,7.5,-19.4,-2.1,5.4,2.1,"[[6.0, 3.5], [0.5, -1.5]]",0,
2020,PIT,DAL,9,Sun,4:25PM,0,19.9%,-14.0,0,-14.0,37.1,6.14,-7.86,-6.14,"[[-2.5, -4.5], [-7.5, -10.0]]",0,
2020,SEA,BUF,9,Sun,1:00PM,0,15.9%,-3.0,0,-3.0,12.5,0.54,-2.46,-0.54,"[[3.0, 1.0], [-2.0, -4.0]]",1,BUF
2020,SF,GB,9,Thu,8:20PM,1,6.6%,6.0,0,6.0,-2.1,1.76,7.76,-1.76,"[[2.0, -0.5], [-3.5, -5.5]]",0,
2020,TB,NO,9,Sun,8:20PM,1,26.6%,-4.5,0,-4.5,8.3,4.03,-0.4699999999999998,-4.03,"[[-0.5, -2.5], [-5.5, -7.5]]",0,
2020,TEN,CHI,9,Sun,1:00PM,1,7.3%,-6.5,0,-6.5,10.2,4.44,-2.06,-4.44,"[[-0.5, -3.0], [-6.0, -8.0]]",1,CHI
2020,WAS,NYG,9,Sun,1:00PM,1,-13.5%,-2.5,0,-2.5,-1.0,2.0,-0.5,-2.0,"[[1.5, -0.5], [-3.5, -5.5]]",0,
