Season,Team,Opponent,Week,Day,Time,Home_Team,WDVOA,Betting Spread,Scoring Margin,SRD,WDVOA Delta,EGO,Spread to EGO Diff,Margin to EGO Diff,Target Spreads,Make Pick,Pick
2019,LAC,DEN,5,Sun,4:05PM,1,8.9%,-4.0,-7,-11.0,21.6,6.88,2.88,-13.879999999999999,"[[-3.0, -5.5], [-8.5, -10.5]]",1,LAC
2019,LAR,SEA,5,Thu,8:20PM,0,11.5%,1.5,-1,0.5,3.0,-1.56,-0.06000000000000005,0.56,"[[5.5, 3.0], [0.0, -2.0]]",0,
2019,MIN,NYG,5,Sun,1:00PM,0,3.2%,-5.5,18,12.5,16.3,1.39,-4.11,16.61,"[[2.5, 0.0], [-3.0, -5.0]]",0,
2019,NE,WAS,5,Sun,1:00PM,0,33.6%,-15.5,26,10.5,53.0,9.9,-5.6,16.1,"[[-6.0, -8.5], [-11.5, -13.5]]",0,
2019,NO,TB,5,Sun,1:00PM,1,11.0%,-3.0,7,4.0,13.0,5.05,2.05,1.9500000000000002,"[[-1.5, -3.5], [-6.5, -9.0]]",1,NO
2019,NYG,MIN,5,Sun,1:00PM,1,-13.1%,5.5,-18,-12.5,-16.3,-1.39,4.11,-16.61,"[[5.0, 3.0], [-0.0, -2.5]]",0,
2019,NYJ,PHI,5,Sun,1:00PM,0,-9.6%,14.0,-25,-11.0,-19.7,-6.47,7.53,-18.53,"[[10.0, 8.0], [5.0, 3.0]]",0,
2019,OAK,CHI,5,Sun,1:00PM,1,-10.3%,6.5,3,9.5,-17.200000000000003,-1.6,4.9,4.6,"[[5.5, 3.0], [0.0, -2.0]]",0,
2019,PHI,NYJ,5,Sun,1:00PM,1,10.1%,-14.0,25,11.0,19.7,6.47,-7.53,18.53,"[[-3.0, -5.0], [-8.0, -10.0]]",0,
2019,PIT,BAL,5,Sun,1:00PM,1,-3.4%,3.5,-3,0.5,-14.200000000000001,-0.92,2.58,-2.08,"[[4.5, 2.5], [-0.5, -3.0]]",1,PIT
2019,SEA,LAR,5,Thu,8:20PM,1,8.5%,-1.5,1,-0.5,-3.0,1.56,0.06000000000000005,-0.56,"[[2.0, -0.0], [-3.0, -5.5]]",0,
2019,SF,CLE,5,Mon,8:15PM,1,14.0%,-5.0,28,23.0,11.1,4.64,-0.3600000000000003,23.36,"[[-1.0, -3.0], [-6.0, -8.5]]",0,
2019,TB,NO,5,Sun,1:00PM,0,-2.0%,3.0,-7,-4.0,-13.0,-5.05,-2.05,-1.9500000000000002,"[[9.0, 6.5], [3.5, 1.5]]",1,NO
2019,TEN,BUF,5,Sun,1:00PM,1,3.9%,-3.5,-7,-10.5,10.3,4.46,0.96,-11.46,"[[-1.0, -3.0], [-6.0, -8.0]]",0,
2019,WAS,NE,5,Sun,1:00PM,1,-19.4%,15.5,-26,-10.5,-53.0,-9.9,5.6,-16.1,"[[13.5, 11.5], [8.5, 6.0]]",0,
